idx	text_left	text_right	label
61	buffalo technology linkstation duo 1 tb 2 x 500 gb network attached storage ls-wx1 .0 tl r1 buffalo technology lswx10tlr1networking192.63	buffalo technology linkstation pro quad 2 tb 4 x 500 gb raid network attached storage nas ls-qv2 .0 tl r5 blackcomputers accessoriesbuffalo technologyls-qv2 .0 tl/r5399.82	0
62	crown tire-track scraper needlepunch polypropylene vinyl mat 48 x 72 anthracite rugscrownte0046ac124.97	new-crown te0035ac - tire-track scraper mat needlepunch polypropylene vinyl 36 x 60 anthracite - cwnte0035aclaminating suppliescrown108.0	0
63	lexmark x644a11a black toner print cartridgestationery & office machinerylexmarkx644a11a326.24	lexmark 18c1428 return program print cartridge blackinkjet printer inklexmark18c142819.97	0
64	microsoft publisher 2010 softwaremicrosoft164-06233117.54	microsoft publisher 2007 version upgrade old version 164-04052 99.95document creationmicrosoft	0
65	cyber acoustics computer stereo silver headset microphone electronics - general cyber acoustics ac40114.84	cyber acousticsstereo headset microphone ambidextrous design ac-201headsets microphonescyber acousticsac-20110.33	0
66	case logic 16 value laptop briefcase black computers case logic vnci116black22.0	case logic vna-216 16-inch laptop attache black laptop netbook computer accessories vna-216black / graycase logic24.12	0
67	quartet prestige bulletin board graphite-blend cork quartet b243gstationery & office machinery50.0	quartet b244ma - prestige bulletin board graphite-blend cork 48 x 36 maple frameprintersquartet	0
68	da-lite da-view thru-the-wall rear projection screen - 60 x 80 video format 23046 13997.99electronics - generalda-lite	da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format projection screens da-lite	0
69	buffalo technology ministation metro 1 tb usb 2.0 portable external hard drive with integrated flex cable encryption and turbopc hd-pxt1tu2 b black hard drives hdpxt1tu2b 99.82buffalo technology	buffalo technology ministation stealth 500 gb usb 2.0 portable external hard drive hd-pct500u2 b black external hard drives hd-pct500u2 / b 49.99buffalo technology	0
70	canon mp41dhii printing calculator canon mp41dhiistationery & office machinery70.88	canon mp11dx soft touch printing calculator canonbasic41.36	0
71	human toolz 3-in-1 netbook pad galaxy black champagne electronics - general 3n1mgc 9.88human toolz	human toolz 3-in-1 notebook pad galaxy black 3n1ngb 5.99bags caseshumantoolz	0
72	3m dry-erase board porcelain 6 x4 aluminum frame stationery & office machinery 3m 579.29	new-quartet p563t - euro frame dry-erase board porcelain steel 36 x 24 white aluminum frame - qrtp563t radios quartet266.0	0
73	iluv micro-sizeusb car charger phone accessories 9.88iluviad215blk	dual usb car charger amp 06-ce-dcusb2 5.14audio video accessories	0
74	da-lite da-glas self trimming rear projection screen - 96 x 120 av format 27915electronics - generalda-lite7443.99	da-lite 27578 da-plex self trimming rear projection screen - 96 x 96 av formatprojection screensda-lite	0
75	wintec filemate 4gb compactflash memory card usb drives 3fmcf4gb-r 15.98wintec	dane-elec 8 gb compactflash memory card da-cf-8192-r dane-elecblank mediada-cf-8192-r10.95	0
76	da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonalelectronics - generalda-lite899392595.0	da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal da-lite	0
77	da-lite cherry veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format da-lite 73179 167.99electronics - general	light oak veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal projection screens da-lite	0
78	sabrent 6-in-1 usb 2.0 flash memory card reader sabrent crw-extusb drives10.98	i-rocks 16-in-1 usb 2.0 flash memory card reader ir-5400-sl buslink 16.38ir-5400-sl	0
79	samsung s2 640gb usb 3.0 portable external hard drive redhard drivessamsunghx-mta64da / g4278.88	cavalry usb 3.0 portable external hard drive enclosure en-caug-3b black computers accessories 28.29cavalryen-caug-3b	0
80	netgear prosafe gs716t 16-port ethernet switch gs716t-200nasnetworkingnetgear238.0	netgear prosafe 16-port fast ethernet unmanaged plus switch fs116e switches fs116e-100nas 69.99netgear	0
81	epson t020201 color ink cartridge epson t020201 27.0printers	epson t029201 tri-color ink cartridge epsoninkjet printer inkt02920114.69	0
82	targus red tg-6660tr tripod with 3-way panheadphotography - generaltargustg-6660tr29.98	new-targus red tg-6660tr tripod with 3-way panhead 66 - meytg6660tr tripods targus31.0	1
83	da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format electronics - general 27602da-lite920.99	da-lite 27512 da-plex unframed rear projection screen - 72 x 96 video format projection screensda-lite	0
84	xfx radeon hd6850 pcie 1gb ddr5 graphics card 195.0electronics - generalxfxhd685xzndc	xfx hd 6850 775m 1 gb ddr5 graphics card hd685xznfc graphics cardsxfxhd685xznfc163.99	0
85	lexmark x644a11a black toner print cartridgestationery & office machinerylexmarkx644a11a326.24	canon 104 black toner cartridge laser printer toner canon 64.060263b001a	0
86	xantech sllc1 speaker level to line converter stereos/audio sllc1 40.88xantech	xantech sllc1 speaker level to line converteraudio video accessoriesxantechsllc128.42	1
87	logitech m305 wireless mouse blackmicelogitech910-00175229.73	logitech wireless mouse m310 blue shards 910-002483 mice 19.95logitech910-002483	0
88	ilive app-enhanced boom box with ipod iphone dock electronics - general ibp391bilive63.88	ilive ibp391b portable app-enhanced boombox am fm radio with dock for iphone ipod ibp391bspeaker systemsilive41.24	1
89	hon 310 series full-suspension filestoragehon315cpp549.0	hon 514pp - 510 series four-drawer full-suspension file letter 52h x25d blackheadphoneshon	0
90	verbatim 96438 2gb store n go usb 2.0 flash drive usb drives 96438 14.84verbatim	verbatim store n go 16 gb usb 2.0 flash drive 96317 red 96317 22.99usb flash drivesverbatim	0
91	comprehensive 1 4 standard stereo phone jack cable end set of 25 tv accessories comprehensive spj-s35.75	comprehensive cables standard series hd15 plug to jack cable 25ft cables interconnects comprehensive26.7	0
92	brother dk2113 ql label printers continuous length tape stationery & office machinery dk2113brother64.88	brother dk-2606 continuous length film label roll black yellow dk-2606 50.69labeling tapesbrother	0
93	vtech ds6151 2-line expandable cordless phone with digital answering system caller id electronics - general 62.51vtechds6151	vtech cs6419-2 dect 6.0 digital two handset cordless phone system with caller id cordless telephonesvtechcs6419-231.29	0
94	da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format electronics - general 27602da-lite920.99	da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av formatprojection screensda-lite	0
95	iosafe rugged 250gb usb 3.0 portable external hard drive iosafe 249.99hard drivespa50250u5yr	iomega ego helium 320 gb usb 2.0 portable external hard drive 34943 computers accessories iomega34943	0
96	seagate blackarmor nas 440 is a 4tb network attached storage server 599.0networkingseagate	seagate blackarmor nas 220 2 - bay 6 tb 2 x 3 tb network attached storage stav6000100 black network attached storage stav6000100seagate529.82	0
97	innovera heavyweight photo paper matte 8-1 2 x 11 50 sheets pack stationery & office machinery innovera 11.799650	epson amer premium photo paper 68 lbs . high-gloss 8-1 2 x 11 50 sheets pack epson s041667storage presentation materials26.95	0
98	vantec 2 1 sata 6g and pata pci-e combo host card w raid electronics - general vantec ugt-is602r40.33	vantec 4 1 sata ii 300 and pata pci-e combo host card with raid computers accessories vantec 26.64ugt-is100r	0
99	da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format 23077electronics - generalda-lite11385.99	da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format 8729.48projection screensda-lite23056	0
100	kodak easyshare c1550 purple 16mp digital camera bundle w 5x optical zoom 3.0 lcd display w 50 bonus prints digital cameras kodakc1550 prpl bndl89.0	kodak easyshare c183 14mp digital camera w 3x optical zoom 3.0 inch lcd black kodak 79.99point shoot digital cameras	0
101	bic triumph 537rt retractable gel pen 0.7 mm blue 1-dozen stationery & office machinerybicrtr5711-blu16.99	bic rtr7711rd - triumph 730rt roller ball retractable gel pen red ink medium dozen biclaminating supplies	0
102	wausau paper astrobrights colored paper 24lb 8-1 2 x 11 planetary purple 500 sheets ream 10.27stationery & office machinerywausau paper22621	wausau paper 60902 - exact colored paper 24lb 8-1 2 x 11 assorted 500 sheets reamwausau	0
103	philips 6-outlet 3 surge protector electronics - generalphilipsspp3160c/170.0	philips gp6pc6f 6-outlet home entertainment surge protector with 6-foot cord electrical 14.95philipsgp6pc6f	0
104	da-lite silver matte model c manual screen - 7 x 9 av format da-liteelectronics - general90545454.5	da-lite model c with csr - projection screen - 1 1 - silver matte da-lite with csr401.95	0
105	microsoft vx-5000 lifecam webcam redelectronics - generalmicrosoftrka0001427.82	microsoft lifecam hd-3000 t3h-00001 microsoft t3h-00001webcams30.24	0
106	da-lite pearlescent tensioned advantage electrol - av format 6 x 8 diagonal electronics - general da-lite843812532.99	da-lite 97989 da-tex rear tensioned cosmopolitan electrol - av format 10 6 x 14 diagonalprojection screensda-lite	0
107	hon metal bookcase 34-1 2w x 12-5 8d x 81-1 8h furniture hon s82abcp 369.0	new-hon s72abcl - metal bookcase 5 shelves 34-1 2w x 12-5 8d x 71h putty - hons72abcl 380.0laminating supplieshon	0
108	innovera 7653 compatible ink 8000 page-yield red 7653printersinnovera54.1	innovera 83608 - 83608 compatible solid ink stick 1 133 page-yield 7 pack blackcomputer accessoriesinnovera	0
109	verbatim smartdisk acclaim 320gb usb portable hard drive blue hard drives ver97185verbatim59.84	verbatim acclaim 320 gb usb 2.0 portable external hard drive 97185 blue verbatim 9718559.84	1
110	kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module kingston ktd-dm8400a / 1g 22.92memory	kingston 8 gb ddr2 sdram memory module 8 gb 667mhz ddr2 sdram 240pin kth-xw9400k2 8g memory kingston kth-xw9400k2 / 8g 224.65	0
111	v7 10 cat5e snagless network patch cable blue electronics - general v7n3c5e-10f-blusv74.88	v7 cat5e snagless molded network patch cable rj45 male to male green 14-feet v7n3c5e-14f-grns v7 2.63ethernet cablesv7n3c5e-14f-grns	0
112	d-link dgs-1008p 8-port gigabit ethernet poe switch 179.99networkingd-linkdgs1008p	d-link dgs 1008p - switch - unmanaged - 8 x 10 100 1000 - desktop - poe d-linkswitches1008p132.0	1
113	chicago bears pro grip mousemiceteam pro markmsnf0626.99	new york jets pro grip mouse msnf21 20.36miceteam promark	0
114	hp ce278a black laserjet print cartridge hp 69.84printershp ce278a	hp color laserjet cb390a print cartridge in retail packagingprinter ink tonerhpcb390a49.53	0
115	pendaflex cutless watershed file folders 1 3 cut top tab letter manila 100 per box stationery & office machinery 22.6948434	new-pendaflex 421013vio - interior file folders 1 3 cut top tab letter violet 100 box - ess421013violaminating suppliespendaflex	0
116	iogear miniview extreme multimedia kvm and peripheral sharing switch 85.0networkingiogeargcs1734	iogear 2-port dual view kvm switch with audio and usb peripheral sharing gcs1742 gcs1742 167.99kvm switchesiogear	0
117	clickfree c2 500gb usb 3.0 portable external hard drive clickfreehard driveshd527b384.98	hewlett packard hp portable 750 gb usb 3.0 2.0 external hard drive external hard drives wdbacz7500abk-nesn 79.0hp	0
118	serif webplus essentialssoftwareserifwpeusdvdrt44.82	serif photoplus essentials software computers accessories serif19.99	0
119	v7 3 cat6 snagless molded network patch cable black v7n2c6-03f-blkselectronics - generalv74.88	v7 cat5e snagless molded network patch cable rj45 male to male grey 2-feet v7n3c5e-02f-grysethernet cablesv7v7n3c5e-02f-grys1.37	0
120	kodak easyshare c195 red 14.0 mp digital camera w bonus case bundle 5x optical zoom 3.0 lcd smart capture w 50 bonus prints digital cameraskodakc195 red bndle79.0	kodak easyshare c183 14mp digital camera w 3x optical zoom 3.0 inch lcd black kodak 79.99point shoot digital cameras	0
121	da-lite da-plex thru-the-wall rear projection screen - 81 x 108 video format electronics - general 10048.99da-lite23096	da-lite da-plex self trimming rear projection screen - 94 1 2 x 168 hdtv format projection screensda-lite271519233.33	0
122	hp q6511a hp 11a toner 6000 page-yield black 191.03printershpq6511a	hp q6511a laserjet 11a black print cartridge in retail packaging q6511alaser printer tonerhp	1
123	cyberpower 900 joules 6-outlet surge protector electronics - general 615cyberpower13.88	tripp lite tlp606 6-outlet surge protector 720 joulessurge protectorstripp litetlp6069.95	0
124	ihome wireless optical mouse black 25.56miceihomeih-m821wb	logitech wireless mouse m305 black logitech 910-001752 20.59mice	0
125	da-lite da-glas deluxe rear projection screen - 40 1 4 x 53 3 4 video format da-lite 27655 1752.99electronics - general	da-lite data pro thru-the-wall rear projection screen - 52 x 92 hdtv format da-lite 15985.81projection screens23181	0
126	da-lite da-plex deluxe rear projection screen - 58 x 104 hdtv format electronics - generalda-lite275714629.99	da-lite deluxe model b matte white - projection screen - 72 in da-lite matte white 127.1projection screens	0
127	corsair xms2 2gb 2 x 1gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit - twin2x4096-6400c5c memory corsair twin2x4096-6400c5c 72.82	corsair memory vs4gsds800d2 4 gb 2 x 2 gb pc2-6400 800mhz 200-pin ddr2 laptop memory kit corsair vs4gsds800d2 64.99computers accessories	0
128	clickfree c2 500gb usb 3.0 portable external hard drive clickfreehard driveshd527b384.98	western digital wd elements se 1 tb usb 2.0 portable external hard drive external hard drives wdbabv0010bbk-nesnwestern digital79.99	0
129	wintec filemate 4gb swivel usb flash drive black usb drives wintec 3fmusb4gwb-r7.84	wintec filemate 8 gb swivel usb drive - blue 3fmusb8gwn-rusb flash driveswintec14.99	0
130	edge tech proshot 4gb sdhc class 6 memory card edge tech pe209780 10.88usb drives	dane-elec 4gb class 4 sdhc memory card 13.89memory cardsdane-elec	0
131	panasonic kx-tga6645b dect 6.0 plus expandable digital cordless answering system with 5 handsets electronics - general panasonickx-tg6645b150.0	panasonic dect 6.0 expandable digital cordless phone with talking caller id answering system - 2 handset packpanasonic91.41	0
132	corsair 115gb solid state drive corsair force series corsairhard drivescssdf115gbp2brk261.25	corsair force series 115 gb sata 3.0 gb-s 2.5-inch high performance sata ii solid state drive f115gb2-brkt-a computer components corsair cssd-f115gb2-brkt-a178.12	1
133	smead folders front interior pocket straight end tab letter manila 50 box 45.94stationery & office machinery24117	smead 75114 - 1 3 4 inch expansion end tab file pockets straight tab letter manila 25 boxsmead	0
134	da-lite da-plex unframed rear projection screen - 84 x 84 av format 3561.99electronics - generalda-lite27503	da-lite holo screen - projection screen rear video projectors da-lite	0
135	canon cli-226 black ink tank printers canon 4546b00113.97	canon pgi-220 ink tank black in retail packaging canon 2945b001 13.99inkjet printer ink	0
136	da-lite da-glas deluxe rear projection screen - 50 x 50 av format electronics - general 1919.99da-lite27647	da-lite - projection screen repair kit da-liteprojection screens348.99	0
137	da-lite da-plex standard rear projection screen - 60 x 80 video format electronics - general da-lite 27544 2931.99	da-lite 27512 da-plex unframed rear projection screen - 72 x 96 video format projection screensda-lite	0
138	da-lite da-glas standard rear projection screen - 50 x 50 av format electronics - general 1631.99da-lite27628	da-lite holo screen - projection screen rear video projectors da-lite	0
139	da-lite medium oak veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format da-lite 73171electronics - general167.99	da-lite manual 84 x 84 square format office wall screen with hamilton veneer case and matte white fabric projection screensda-lite	0
140	maxell 631012 blu-ray disc 15 pk 631012 61.88mp3 accessoriesmaxell	maxell 631004 blu-ray disc rewritable memory cards maxell 25.96	0
141	mercury luggage executive computer backpack handbags 56.99mercury luggage	executive computer backpack bags cases mercury 41.58	1
142	victor 1570-6 desktop two-color printing calculator stationery & office machinery victor15706199.88	1560-6 desktop calculator 12-digit fluorescent two-color printing black redprintingvictor144.95	0
143	brother tn110bk black toner cartridge printersbrothertn110bk49.88	12a6830 black lexmark laser toner cartridgeprinter ink tonerlexmark	0
144	green onions supply iveil hybrid keyboard protector rt-kbhb06 31.88electronics - generalgreen onions supply	green onions supply iveil hybrid keyboard protector for 13-inch apple macbook pro and 13-inch macbook air rt-kbhb07 green rt-kbhb07 30.0keyboards	0
145	logitech wireless mouse m315 victorian micelogitech91000253419.88	logitech wireless mouse m310 dark aces 910-002087 micelogitech910-00208724.45	0
146	ilive app-enhanced boom box with ipod iphone dock electronics - general ibp391bilive63.88	ilive ibp291b portable app-enhanced boombox fm radio with dock for iphone ipod speaker systems iliveibp291b48.99	0
147	startech.com pex13943 4 port pcie 1394a firewire adapter card electronics - generalstartechpex1394334.88	startech.com 3 port 2b 1a 1394 mini pci express firewire card adapter mpex1394b3 firewire port cards mpex1394b3 61.24startech	0
148	tp-link network tl-sg1024d 24 port gigabit desktop switch networking tl-sg1024d 116.0global marketing	d-link dgs-1008g 8-port gigabit desktop switch hubs d-link dgs-1008g36.98	0
149	ilive app-enhanced boom box with ipod iphone dock electronics - general ibp391bilive63.88	ilive isd291b ipad iphone ipod app-enhanced speaker dockiliveisd291b69.0	0
